CustomerAlternateKey	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age	BikeBuyer
AW00015773	M	M	70000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	61	0
AW00015774	M	F	60000.00	2	0	High School	Professional	0	2	5-10 Miles	North America	61	0
AW00015775	M	F	60000.00	2	0	High School	Professional	0	2	1-2 Miles	North America	60	0
AW00015776	M	M	60000.00	2	0	High School	Professional	0	2	5-10 Miles	North America	61	0
AW00015777	M	F	60000.00	2	0	High School	Professional	0	2	1-2 Miles	North America	61	0
AW00015778	S	M	70000.00	2	1	Partial College	Professional	1	0	5-10 Miles	North America	61	1
AW00015779	M	M	70000.00	2	1	Partial College	Professional	1	0	5-10 Miles	North America	61	0
AW00015780	M	F	70000.00	3	2	Partial College	Professional	1	0	5-10 Miles	North America	61	1
AW00015781	M	M	80000.00	2	1	Bachelors	Management	1	1	2-5 Miles	North America	61	1
AW00015782	M	F	90000.00	2	0	Partial College	Professional	1	1	5-10 Miles	North America	60	0
AW00015783	M	M	90000.00	3	3	Bachelors	Professional	1	0	0-1 Miles	Pacific	51	0
AW00015784	M	F	90000.00	4	4	Bachelors	Professional	1	0	1-2 Miles	Pacific	51	1
AW00015785	S	M	70000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	56	1
AW00015786	M	M	70000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	56	1
AW00015787	S	F	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	57	0
AW00015788	S	F	100000.00	0	0	Bachelors	Professional	0	1	2-5 Miles	Pacific	52	1
AW00015789	S	F	110000.00	0	0	Graduate Degree	Management	0	2	0-1 Miles	Pacific	52	1
AW00015790	S	M	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	58	1
AW00015791	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	58	0
AW00015792	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	Pacific	58	1
AW00015793	S	F	70000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	Pacific	53	1
AW00015794	M	F	80000.00	5	5	Bachelors	Professional	0	4	0-1 Miles	Pacific	53	0
AW00015795	M	F	80000.00	5	5	Bachelors	Professional	1	4	0-1 Miles	Pacific	53	0
AW00015796	M	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	53	0
AW00015797	M	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	53	1
AW00015798	S	F	70000.00	0	0	Bachelors	Professional	0	1	5-10 Miles	Pacific	54	0
AW00015799	M	F	90000.00	1	0	Bachelors	Professional	1	1	2-5 Miles	Pacific	59	1
AW00015800	S	M	90000.00	1	0	Bachelors	Professional	1	1	2-5 Miles	Pacific	58	1
AW00015801	S	F	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	54	1
AW00015802	S	F	70000.00	0	0	Bachelors	Professional	0	2	0-1 Miles	Pacific	55	1
AW00015803	M	M	70000.00	5	4	Bachelors	Professional	0	2	0-1 Miles	Pacific	56	0
AW00015804	M	F	70000.00	5	4	Bachelors	Professional	1	2	5-10 Miles	Pacific	56	0
AW00015805	M	F	70000.00	5	4	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	56	0
AW00015806	M	M	70000.00	5	4	Partial College	Skilled Manual	0	2	0-1 Miles	Pacific	56	0
AW00015807	S	M	70000.00	5	4	Partial College	Skilled Manual	1	3	10+ Miles	Pacific	57	0
AW00015808	M	F	70000.00	5	4	Partial College	Skilled Manual	1	3	10+ Miles	Pacific	57	1
AW00015809	M	M	70000.00	5	4	Partial College	Skilled Manual	1	3	10+ Miles	Pacific	58	0
AW00015810	M	F	70000.00	5	4	Partial College	Skilled Manual	0	3	5-10 Miles	Pacific	58	0
AW00015811	M	M	70000.00	5	4	Partial College	Skilled Manual	1	3	5-10 Miles	Pacific	58	0
AW00015812	M	M	30000.00	2	0	Partial College	Clerical	0	2	0-1 Miles	Pacific	65	0
AW00015813	S	M	30000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	42	0
AW00015814	S	F	40000.00	0	0	High School	Skilled Manual	1	1	5-10 Miles	North America	42	0
AW00015815	S	F	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43	0
AW00015816	M	F	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	42	0
AW00015817	S	F	40000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	42	0
AW00015818	M	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	42	0
AW00015819	S	F	30000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	38	0
AW00015820	M	M	30000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	38	0
AW00015821	S	M	30000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	37	0
AW00015822	M	M	40000.00	2	0	Bachelors	Management	1	2	0-1 Miles	Pacific	80	0
AW00015823	S	F	60000.00	2	0	Graduate Degree	Management	1	1	5-10 Miles	Pacific	80	0
AW00015824	S	F	30000.00	0	0	Partial High School	Clerical	1	2	5-10 Miles	North America	41	0
AW00015825	S	F	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	42	0
AW00015826	S	F	30000.00	0	0	Partial High School	Clerical	0	2	5-10 Miles	North America	39	0
AW00015827	S	F	40000.00	0	0	High School	Skilled Manual	0	2	0-1 Miles	North America	39	1
AW00015828	M	F	30000.00	2	0	Partial College	Clerical	0	2	5-10 Miles	Pacific	78	0
AW00015829	S	M	40000.00	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	79	0
AW00015830	M	F	40000.00	2	0	Bachelors	Management	1	2	0-1 Miles	Pacific	78	1
AW00015831	M	M	40000.00	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	78	1
AW00015832	S	M	40000.00	2	0	Bachelors	Management	1	2	5-10 Miles	Pacific	77	1
AW00015833	S	F	60000.00	2	0	Graduate Degree	Management	1	1	5-10 Miles	Pacific	75	1
AW00015834	S	F	40000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	42	1
AW00015835	S	M	40000.00	0	0	Partial College	Skilled Manual	0	1	5-10 Miles	North America	42	0
AW00015836	S	M	40000.00	0	0	Partial College	Skilled Manual	0	1	5-10 Miles	North America	42	0
AW00015837	S	F	40000.00	0	0	High School	Skilled Manual	0	2	5-10 Miles	North America	43	0
AW00015838	S	F	30000.00	0	0	Partial College	Skilled Manual	0	1	5-10 Miles	North America	44	0
AW00015839	S	M	30000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	44	0
AW00015840	M	F	70000.00	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	46	1
AW00015841	S	M	80000.00	0	0	Bachelors	Management	0	1	1-2 Miles	North America	46	1
AW00015842	M	F	80000.00	0	0	Bachelors	Management	1	1	1-2 Miles	North America	46	1
AW00015843	S	M	80000.00	0	0	Bachelors	Management	0	1	0-1 Miles	North America	50	1
AW00015844	M	F	80000.00	0	0	Bachelors	Management	1	1	1-2 Miles	North America	49	1
AW00015845	M	F	80000.00	0	0	Bachelors	Management	0	1	0-1 Miles	North America	49	1
AW00015846	S	M	80000.00	0	0	Bachelors	Management	1	1	1-2 Miles	North America	50	1
AW00015847	M	M	90000.00	4	4	Bachelors	Management	1	0	1-2 Miles	North America	50	0
AW00015848	M	F	90000.00	4	4	Bachelors	Management	1	1	0-1 Miles	North America	50	0
AW00015849	S	F	110000.00	0	1	Graduate Degree	Management	1	0	5-10 Miles	North America	51	0
AW00015850	S	F	110000.00	0	1	Graduate Degree	Management	0	1	0-1 Miles	North America	51	1
AW00015851	S	F	110000.00	0	1	Graduate Degree	Management	0	2	1-2 Miles	North America	51	1
AW00015852	S	M	120000.00	0	0	Bachelors	Management	0	3	0-1 Miles	North America	51	1
AW00015853	M	F	120000.00	0	1	Bachelors	Management	1	0	10+ Miles	North America	51	0
AW00015854	M	F	120000.00	0	1	Bachelors	Management	0	1	10+ Miles	North America	51	0
AW00015855	M	M	80000.00	4	3	Bachelors	Management	1	0	1-2 Miles	North America	55	0
AW00015856	M	M	90000.00	4	4	Bachelors	Management	1	1	0-1 Miles	North America	50	0
AW00015857	S	F	60000.00	4	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	59	0
AW00015858	M	M	60000.00	4	0	Graduate Degree	Skilled Manual	0	0	0-1 Miles	North America	59	0
AW00015859	S	F	60000.00	4	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	59	0
AW00015860	S	M	40000.00	4	4	Partial College	Clerical	1	2	1-2 Miles	North America	46	1
AW00015861	S	M	40000.00	4	4	Partial College	Clerical	1	2	0-1 Miles	North America	46	0
AW00015862	S	F	50000.00	0	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	45	1
AW00015863	M	M	50000.00	0	0	Graduate Degree	Skilled Manual	0	0	0-1 Miles	North America	45	0
AW00015864	S	F	50000.00	0	0	Graduate Degree	Skilled Manual	0	0	0-1 Miles	North America	45	0
AW00015865	S	F	40000.00	4	4	High School	Skilled Manual	1	3	10+ Miles	North America	47	1
AW00015866	S	F	60000.00	1	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	47	0
AW00015867	S	F	60000.00	1	0	Graduate Degree	Skilled Manual	1	0	0-1 Miles	North America	47	0
AW00015868	S	M	60000.00	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	47	0
AW00015869	S	F	60000.00	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	46	0
AW00015870	S	F	60000.00	1	0	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	47	0
AW00015871	M	M	60000.00	1	1	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	46	0
AW00015872	M	F	50000.00	1	1	Graduate Degree	Skilled Manual	1	0	1-2 Miles	North America	46	0
AW00015873	M	F	70000.00	1	0	Graduate Degree	Professional	1	0	0-1 Miles	North America	46	1
AW00015874	M	M	70000.00	4	0	Bachelors	Management	0	2	1-2 Miles	North America	74	0
AW00015875	M	M	70000.00	4	0	Bachelors	Management	1	2	1-2 Miles	North America	74	0
AW00015876	M	M	70000.00	5	0	Bachelors	Management	1	2	1-2 Miles	North America	74	1
AW00015877	M	M	70000.00	5	0	Bachelors	Management	1	2	10+ Miles	North America	73	0
AW00015878	M	M	70000.00	5	0	Bachelors	Management	1	2	10+ Miles	North America	73	0
AW00015879	M	M	70000.00	5	0	Bachelors	Management	1	2	2-5 Miles	North America	73	0
AW00015880	M	M	70000.00	5	0	Bachelors	Management	0	3	2-5 Miles	North America	72	0
AW00015881	M	F	60000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	73	1
AW00015882	S	M	60000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	73	1
AW00015883	M	M	60000.00	4	0	Bachelors	Management	1	2	2-5 Miles	North America	72	0
AW00015884	M	M	60000.00	4	0	Bachelors	Management	0	2	2-5 Miles	North America	73	0
AW00015885	S	M	60000.00	4	0	Bachelors	Management	1	3	10+ Miles	North America	72	1
AW00015886	S	M	60000.00	5	0	Bachelors	Management	1	3	10+ Miles	North America	72	1
AW00015887	M	F	60000.00	5	0	Bachelors	Management	1	3	10+ Miles	North America	72	0
AW00015888	M	F	70000.00	5	0	Bachelors	Management	1	2	10+ Miles	North America	72	1
AW00015889	M	M	70000.00	4	1	Bachelors	Management	1	1	10+ Miles	North America	71	1
AW00015890	S	M	60000.00	2	1	Bachelors	Management	1	0	10+ Miles	North America	71	1
AW00015891	M	M	70000.00	4	1	Bachelors	Management	0	1	1-2 Miles	North America	71	0
AW00015892	S	F	40000.00	2	1	High School	Professional	1	2	10+ Miles	North America	70	1
AW00015893	M	F	40000.00	2	1	High School	Professional	1	2	10+ Miles	North America	69	1
AW00015894	M	F	40000.00	2	1	High School	Professional	1	2	2-5 Miles	North America	70	0
AW00015895	S	F	60000.00	2	1	Bachelors	Management	1	0	10+ Miles	North America	70	0
AW00015896	M	M	60000.00	2	1	Bachelors	Management	1	0	10+ Miles	North America	70	0
AW00015897	S	F	70000.00	4	1	Partial College	Professional	1	2	10+ Miles	North America	70	1
AW00015898	M	M	60000.00	2	1	Partial College	Professional	0	2	2-5 Miles	North America	69	0
AW00015899	M	M	70000.00	4	1	Partial College	Professional	1	2	10+ Miles	North America	69	1
AW00015900	S	M	40000.00	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	68	1
AW00015901	S	F	60000.00	2	1	Partial College	Professional	0	2	2-5 Miles	North America	68	1
AW00015902	M	M	60000.00	2	1	Partial College	Professional	1	2	2-5 Miles	North America	68	1
AW00015903	M	F	60000.00	2	1	Partial College	Professional	1	1	2-5 Miles	North America	68	1
AW00015904	M	F	60000.00	2	1	Partial College	Professional	1	1	10+ Miles	North America	68	1
AW00015905	S	F	70000.00	2	1	High School	Professional	1	2	2-5 Miles	North America	67	1
AW00015906	S	F	70000.00	2	1	High School	Professional	1	2	10+ Miles	North America	67	1
AW00015907	M	M	60000.00	2	1	Partial College	Professional	0	1	2-5 Miles	North America	67	0
AW00015908	M	M	60000.00	2	1	Partial College	Professional	1	2	10+ Miles	North America	67	1
AW00015909	M	F	60000.00	2	1	Partial College	Professional	1	2	10+ Miles	North America	67	1
AW00015910	M	M	70000.00	4	2	Partial College	Professional	0	1	2-5 Miles	North America	67	0
AW00015911	M	F	60000.00	2	1	High School	Professional	1	2	10+ Miles	North America	66	0
AW00015912	S	F	60000.00	3	1	High School	Professional	1	2	10+ Miles	North America	66	0
AW00015913	M	M	60000.00	3	1	High School	Professional	1	2	2-5 Miles	North America	66	1
AW00015914	S	M	70000.00	4	2	Partial College	Professional	1	2	10+ Miles	North America	66	1
AW00015915	S	M	70000.00	4	2	Partial College	Professional	1	2	10+ Miles	North America	66	1
AW00015916	M	M	70000.00	4	2	Partial College	Professional	0	2	2-5 Miles	North America	66	1
AW00015917	M	F	70000.00	4	2	Partial College	Professional	1	2	10+ Miles	North America	66	1
AW00015918	S	M	70000.00	5	2	Partial College	Professional	1	2	10+ Miles	North America	66	1
AW00015919	M	F	130000.00	2	4	Partial College	Professional	1	1	0-1 Miles	Europe	60	0
AW00015920	S	M	100000.00	2	3	Partial College	Professional	1	4	5-10 Miles	Europe	61	1
AW00015921	S	M	100000.00	2	3	Partial College	Professional	1	4	5-10 Miles	Europe	60	1
AW00015922	M	M	150000.00	2	3	High School	Professional	1	4	0-1 Miles	Europe	61	0
AW00015923	S	M	100000.00	2	3	High School	Professional	1	4	5-10 Miles	Europe	62	1
AW00015924	M	M	100000.00	2	3	High School	Professional	1	4	5-10 Miles	Europe	62	1
AW00015925	M	M	110000.00	3	4	Partial College	Professional	0	4	5-10 Miles	Europe	62	1
AW00015926	S	F	120000.00	3	4	High School	Professional	1	4	5-10 Miles	Europe	62	1
AW00015927	S	M	120000.00	3	4	High School	Professional	1	4	5-10 Miles	Europe	61	1
AW00015928	S	F	120000.00	3	4	High School	Professional	1	4	5-10 Miles	Europe	62	1
AW00015929	M	F	150000.00	3	4	High School	Professional	1	3	5-10 Miles	Europe	62	1
AW00015930	M	F	100000.00	2	3	High School	Professional	1	4	10+ Miles	Europe	63	0
AW00015931	M	M	110000.00	3	4	Partial College	Professional	1	4	5-10 Miles	Europe	63	1
AW00015932	M	F	130000.00	3	4	Partial College	Professional	1	3	0-1 Miles	Europe	63	1
AW00015933	S	M	160000.00	2	4	High School	Professional	0	3	0-1 Miles	Europe	63	1
AW00015934	S	F	70000.00	3	0	Partial College	Professional	1	2	5-10 Miles	North America	62	1
AW00015935	M	F	70000.00	3	0	Graduate Degree	Management	0	2	0-1 Miles	North America	85	0
AW00015936	M	F	90000.00	4	0	Bachelors	Management	1	1	5-10 Miles	North America	85	0
AW00015937	M	F	90000.00	5	5	Partial College	Professional	1	3	2-5 Miles	North America	53	1
AW00015938	M	M	100000.00	4	1	Partial College	Professional	1	4	0-1 Miles	North America	53	0
AW00015939	M	F	100000.00	4	1	Partial College	Professional	1	4	0-1 Miles	North America	53	0
AW00015940	M	M	100000.00	4	1	Partial College	Professional	1	4	0-1 Miles	North America	52	0
AW00015941	S	F	120000.00	3	2	Bachelors	Management	0	4	1-2 Miles	North America	53	1
AW00015942	M	M	80000.00	4	3	Bachelors	Management	1	0	2-5 Miles	North America	54	0
AW00015943	M	M	80000.00	4	3	Partial College	Professional	0	1	0-1 Miles	North America	54	0
AW00015944	M	M	90000.00	5	5	Partial College	Professional	1	3	0-1 Miles	North America	54	1
AW00015945	M	F	100000.00	4	2	Partial College	Professional	1	0	0-1 Miles	North America	54	0
AW00015946	S	M	110000.00	3	2	Bachelors	Management	0	4	1-2 Miles	North America	54	0
AW00015947	M	F	120000.00	4	2	Partial College	Professional	1	4	2-5 Miles	North America	54	0
AW00015948	S	F	130000.00	2	2	Bachelors	Management	0	3	0-1 Miles	North America	53	1
AW00015949	M	F	130000.00	3	2	Bachelors	Management	1	3	1-2 Miles	North America	54	1
AW00015950	M	F	70000.00	3	2	Partial College	Professional	1	1	0-1 Miles	North America	62	0
AW00015951	M	F	70000.00	4	3	Partial College	Professional	1	0	5-10 Miles	North America	62	0
AW00015952	M	M	90000.00	2	1	Partial College	Professional	0	0	2-5 Miles	North America	62	1
AW00015953	M	M	60000.00	2	0	Graduate Degree	Management	1	2	5-10 Miles	North America	84	1
AW00015954	M	M	100000.00	0	2	Partial College	Professional	1	1	0-1 Miles	North America	55	1
AW00015955	M	M	110000.00	4	2	Bachelors	Management	1	4	5-10 Miles	North America	54	0
AW00015956	M	M	130000.00	3	2	Bachelors	Management	1	4	1-2 Miles	North America	55	0
AW00015957	S	M	130000.00	3	2	Bachelors	Management	0	4	0-1 Miles	North America	54	0
AW00015958	M	F	90000.00	4	3	Partial College	Professional	1	0	5-10 Miles	North America	56	0
AW00015959	M	M	100000.00	1	2	Partial College	Professional	1	3	5-10 Miles	North America	56	1
AW00015960	M	F	120000.00	1	3	Partial College	Professional	0	4	2-5 Miles	North America	56	0
AW00015961	S	F	150000.00	1	2	Partial College	Professional	0	2	0-1 Miles	North America	56	1
AW00015962	S	M	90000.00	4	3	High School	Professional	1	2	5-10 Miles	North America	57	0
AW00015963	S	F	90000.00	4	3	High School	Professional	0	2	1-2 Miles	North America	57	0
AW00015964	S	M	130000.00	1	3	Bachelors	Management	0	2	0-1 Miles	North America	57	1
AW00015965	S	F	150000.00	1	2	Partial College	Professional	0	3	0-1 Miles	North America	57	1
AW00015966	M	F	60000.00	2	0	High School	Professional	0	2	1-2 Miles	North America	63	0
AW00015967	M	M	70000.00	4	3	High School	Professional	1	0	1-2 Miles	North America	63	0
AW00015968	S	M	70000.00	4	3	High School	Professional	1	0	5-10 Miles	North America	63	1
AW00015969	S	M	90000.00	2	1	High School	Professional	1	1	10+ Miles	North America	63	1
AW00015970	S	M	80000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	64	0
AW00015971	M	M	50000.00	2	0	Graduate Degree	Management	1	2	1-2 Miles	North America	83	0
AW00015972	M	F	70000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	83	1
AW00015973	M	M	60000.00	2	0	Graduate Degree	Management	1	2	1-2 Miles	North America	81	0
AW00015974	M	M	80000.00	5	4	Partial College	Professional	1	3	5-10 Miles	North America	58	0
AW00015975	S	F	90000.00	4	3	High School	Professional	0	2	1-2 Miles	North America	58	0
AW00015976	S	M	90000.00	4	3	High School	Professional	1	3	5-10 Miles	North America	58	1
AW00015977	M	F	90000.00	4	3	High School	Professional	1	3	1-2 Miles	North America	58	0
AW00015978	M	M	90000.00	4	3	High School	Professional	1	3	5-10 Miles	North America	57	0
AW00015979	M	F	90000.00	4	3	High School	Professional	1	3	5-10 Miles	North America	58	0
AW00015980	S	F	100000.00	3	2	Partial College	Professional	1	4	5-10 Miles	North America	58	1
AW00015981	S	M	100000.00	0	3	Partial College	Professional	0	2	1-2 Miles	North America	58	0
AW00015982	M	M	110000.00	5	3	Partial College	Professional	1	4	2-5 Miles	North America	58	0
AW00015983	M	F	160000.00	1	3	Partial College	Professional	1	3	0-1 Miles	North America	58	1
AW00015984	M	M	170000.00	1	1	Bachelors	Management	1	2	0-1 Miles	North America	58	1
AW00015985	M	M	170000.00	1	1	Bachelors	Management	1	3	2-5 Miles	North America	58	1
AW00015986	S	M	60000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	1
AW00015987	M	F	60000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	1
AW00015988	M	M	70000.00	3	1	High School	Professional	1	0	5-10 Miles	North America	64	0
AW00015989	M	F	70000.00	3	1	High School	Professional	1	0	1-2 Miles	North America	63	1
AW00015990	S	M	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00015991	M	M	70000.00	3	0	Graduate Degree	Management	1	2	1-2 Miles	North America	65	1
AW00015992	S	F	70000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00015993	M	M	60000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00015994	M	F	40000.00	3	0	Partial College	Professional	0	2	5-10 Miles	North America	66	1
AW00015995	M	F	40000.00	3	0	Partial College	Professional	0	2	1-2 Miles	North America	66	1
AW00015996	M	F	40000.00	3	0	Partial College	Professional	0	2	1-2 Miles	North America	66	1
AW00015997	M	F	70000.00	4	0	Graduate Degree	Management	1	2	10+ Miles	North America	81	1
AW00015998	M	F	70000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	81	1
AW00015999	M	F	70000.00	4	0	Graduate Degree	Management	1	2	1-2 Miles	North America	81	1
AW00016000	M	F	70000.00	4	0	Graduate Degree	Management	1	2	10+ Miles	North America	81	1
AW00016001	M	M	80000.00	4	0	Graduate Degree	Management	1	2	5-10 Miles	North America	81	0
AW00016002	M	F	110000.00	2	3	Graduate Degree	Management	1	4	5-10 Miles	North America	81	0
AW00016003	M	F	130000.00	2	3	Graduate Degree	Management	1	3	2-5 Miles	North America	81	0
AW00016004	M	M	90000.00	5	0	Bachelors	Management	1	2	1-2 Miles	North America	79	1
AW00016005	S	M	90000.00	5	0	Bachelors	Management	1	2	5-10 Miles	North America	80	0
AW00016006	M	F	110000.00	2	4	Graduate Degree	Management	1	0	5-10 Miles	North America	80	0
AW00016007	M	F	90000.00	5	0	Bachelors	Management	1	2	1-2 Miles	North America	79	1
AW00016008	M	F	110000.00	2	4	Graduate Degree	Management	1	1	5-10 Miles	North America	79	0
AW00016009	S	M	170000.00	1	2	Graduate Degree	Management	0	4	0-1 Miles	North America	79	0
AW00016010	M	F	120000.00	2	4	Graduate Degree	Management	1	3	5-10 Miles	North America	78	0
AW00016011	M	F	130000.00	2	3	Bachelors	Management	1	4	0-1 Miles	North America	78	1
AW00016012	S	F	90000.00	4	4	Bachelors	Management	0	2	1-2 Miles	North America	50	0
AW00016013	S	M	90000.00	4	4	Partial College	Skilled Manual	0	3	1-2 Miles	North America	50	0
AW00016014	M	M	120000.00	2	1	Bachelors	Management	1	4	2-5 Miles	North America	50	0
AW00016015	S	F	30000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	39	1
AW00016016	M	M	20000.00	4	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	74	0
AW00016017	M	M	60000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	39	0
AW00016018	S	F	60000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	39	0
AW00016019	S	F	60000.00	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	39	1
AW00016020	M	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	40	1
AW00016021	S	F	40000.00	0	0	Partial High School	Clerical	0	2	1-2 Miles	North America	40	1
AW00016022	S	M	40000.00	0	0	Partial High School	Clerical	0	2	1-2 Miles	North America	40	1
AW00016023	S	M	10000.00	2	1	High School	Skilled Manual	1	2	5-10 Miles	Pacific	71	0
AW00016024	M	M	40000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	40	0
AW00016025	M	M	10000.00	2	1	Partial High School	Clerical	1	2	1-2 Miles	Pacific	73	1
AW00016026	M	M	30000.00	2	0	Partial College	Clerical	0	2	5-10 Miles	Pacific	72	1
AW00016027	M	F	30000.00	2	0	Partial College	Clerical	0	2	1-2 Miles	Pacific	72	1
AW00016028	M	M	30000.00	2	0	Partial College	Clerical	0	2	5-10 Miles	Pacific	72	1
AW00016029	M	F	30000.00	2	0	Partial College	Clerical	0	2	1-2 Miles	Pacific	72	1
AW00016030	M	M	20000.00	4	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	71	0
AW00016031	M	M	30000.00	2	0	Partial College	Clerical	0	2	1-2 Miles	Pacific	71	1
AW00016032	M	M	10000.00	2	1	Partial High School	Clerical	1	2	1-2 Miles	Pacific	70	0
AW00016033	M	F	10000.00	0	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	47	1
AW00016034	M	F	10000.00	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	55	0
AW00016035	M	M	20000.00	1	0	Graduate Degree	Manual	1	0	0-1 Miles	Europe	56	0
AW00016036	M	F	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	56	0
AW00016037	M	F	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57	0
AW00016038	M	M	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57	0
AW00016039	M	M	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	57	0
AW00016040	M	M	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	56	0
AW00016041	S	M	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	57	0
AW00016042	S	M	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	82	0
AW00016043	S	M	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	60	0
AW00016044	M	F	10000.00	1	0	Bachelors	Manual	1	0	0-1 Miles	Europe	60	0
AW00016045	M	F	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	60	1
AW00016046	S	F	20000.00	1	0	Graduate Degree	Clerical	1	0	0-1 Miles	Europe	60	1
AW00016047	M	F	10000.00	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61	0
AW00016048	S	F	10000.00	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61	0
AW00016049	M	F	10000.00	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61	0
AW00016050	M	M	10000.00	1	0	Partial College	Manual	1	0	0-1 Miles	Europe	61	0
AW00016051	M	M	20000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	62	1
AW00016052	M	M	20000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	62	1
AW00016053	M	M	20000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	62	1
AW00016054	S	M	20000.00	1	0	Bachelors	Clerical	1	0	0-1 Miles	Europe	62	1
AW00016055	M	M	10000.00	2	0	Partial College	Manual	1	0	1-2 Miles	Europe	62	0
AW00016056	M	F	10000.00	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	63	0
AW00016057	M	F	10000.00	2	0	Partial College	Manual	1	1	1-2 Miles	Europe	62	0
AW00016058	M	F	10000.00	2	0	Partial College	Manual	1	1	0-1 Miles	Europe	64	0
